"","from","to","weight","type"
"1011",80,124,17,"sent"
"1012",80,272,17,"sent"
"1013",80,32,18,"sent"
"1014",80,81,16,"sent"
"1015",80,124,16,"sent"
"1016",80,272,16,"sent"
"1017",80,32,18,"sent"
"1018",80,116,19,"sent"
"1019",80,124,19,"sent"
"1020",80,32,18,"sent"
"1021",80,32,17,"sent"
"1022",80,333,17,"sent"
"1023",80,116,19,"sent"
"1024",80,116,18,"sent"
"1025",80,265,18,"sent"
"1026",80,194,19,"sent"
"1027",80,203,18,"sent"
"1028",80,116,19,"sent"
"1029",80,116,18,"sent"
"1030",80,265,18,"sent"
"1031",80,87,18,"sent"
"1032",80,124,17,"sent"
"1033",80,272,17,"sent"
"1034",80,116,19,"sent"
"1035",80,116,19,"sent"
"1036",80,81,19,"sent"
"1037",80,81,19,"sent"
"1038",80,32,18,"sent"
"1039",80,81,17,"sent"
"1040",80,124,17,"sent"
"1041",80,272,17,"sent"
"1042",80,30,18,"sent"
"1043",80,81,19,"sent"
"1044",80,124,18,"sent"
"1045",80,272,18,"sent"
"1046",80,81,16,"sent"
"1047",80,81,16,"sent"
"1048",80,116,16,"sent"
"1049",80,272,16,"sent"
"1050",80,334,18,"sent"
"1051",80,87,18,"sent"
"1052",80,143,18,"sent"
"1053",80,32,17,"sent"
"1054",80,256,17,"sent"
"1055",80,81,19,"sent"
"1056",80,81,18,"sent"
"1057",80,276,18,"sent"
"1058",80,116,17,"sent"
"1059",80,265,17,"sent"
"1060",80,87,19,"sent"
"1061",80,87,19,"sent"
"1062",80,81,18,"sent"
"1063",80,81,18,"sent"
"1064",80,32,18,"sent"
"1065",80,81,17,"sent"
"1066",80,124,17,"sent"
"1067",80,272,17,"sent"
"1068",80,32,19,"sent"
"1069",80,335,18,"sent"
"1070",80,143,18,"sent"
"1071",80,81,17,"sent"
"1072",80,81,17,"sent"
"1073",80,87,17,"sent"
"1074",80,116,19,"sent"
"1075",80,273,18,"sent"
"1076",80,116,18,"sent"
"1077",80,87,19,"sent"
"1078",80,91,17,"sent"
"1079",80,81,16,"sent"
"1080",80,170,16,"sent"
"1081",80,336,16,"sent"
"1082",80,81,16,"sent"
"1083",80,124,16,"sent"
"1084",80,272,16,"sent"
"1085",80,81,16,"sent"
"1086",80,124,16,"sent"
"1087",80,272,16,"sent"
"1088",80,143,18,"sent"
"1089",80,124,17,"sent"
"1090",80,272,17,"sent"
"1091",80,81,19,"sent"
"1092",80,30,19,"sent"
"1093",80,81,16,"sent"
"1094",80,81,16,"sent"
"1095",80,81,16,"sent"
"1096",80,272,16,"sent"
"1097",80,124,17,"sent"
"1098",80,272,17,"sent"
"1099",80,337,18,"sent"
"1100",80,196,18,"sent"
"1101",80,122,18,"sent"
"1102",80,100,19,"sent"
"1103",80,30,19,"sent"
"1104",80,144,19,"sent"
"1105",80,32,18,"sent"
"1106",80,143,19,"sent"
"1107",80,32,19,"sent"
"1108",80,112,17,"sent"
"1109",80,338,17,"sent"
"1110",80,87,18,"sent"
"1111",80,32,19,"sent"
"1112",80,32,16,"sent"
"1113",80,256,16,"sent"
"1114",80,32,17,"sent"
"1115",80,32,17,"sent"
"1116",80,81,19,"sent"
"1117",80,112,19,"sent"
"1118",80,32,19,"sent"
"1119",80,81,17,"sent"
"1120",80,81,17,"sent"
"1121",80,87,17,"sent"
"1122",80,32,19,"sent"
"1123",80,22,19,"sent"
"1124",80,22,19,"sent"
"1125",80,81,17,"sent"
"1126",80,124,17,"sent"
"1127",80,272,17,"sent"
"1128",80,81,17,"sent"
"1129",80,124,17,"sent"
"1130",80,272,17,"sent"
"1131",80,81,17,"sent"
"1132",80,81,17,"sent"
"1133",80,243,17,"sent"
"1134",80,81,19,"sent"
"1135",80,81,19,"sent"
"1136",80,81,19,"sent"
"1137",80,170,19,"sent"
"1138",80,170,19,"sent"
"1139",80,81,19,"sent"
"1140",80,87,19,"sent"
"1141",80,319,17,"sent"
"1142",80,32,17,"sent"
"1143",80,32,19,"sent"
"1144",80,81,16,"sent"
"1145",80,124,16,"sent"
"1146",80,305,16,"sent"
"1147",80,124,19,"sent"
"1148",80,30,19,"sent"
"1149",80,199,18,"sent"
"1150",80,116,19,"sent"
"1151",80,116,19,"sent"
"1152",80,87,19,"sent"
"1153",80,87,19,"sent"
"1154",80,124,18,"sent"
"1155",80,305,18,"sent"
"1156",80,124,19,"sent"
"1157",80,81,18,"sent"
"1158",80,87,18,"sent"
"1159",80,87,19,"sent"
"1160",80,216,18,"sent"
"1161",80,339,18,"sent"
"1162",80,340,18,"sent"
"1163",80,124,18,"sent"
"1164",80,116,19,"sent"
"1165",80,87,19,"sent"
"1166",80,202,18,"sent"
"1167",80,87,18,"sent"
"1168",80,87,19,"sent"
"1169",80,87,19,"sent"
"1170",80,341,18,"sent"
"1171",80,87,18,"sent"
"1172",80,87,19,"sent"
"1173",80,81,16,"sent"
"1174",80,124,16,"sent"
"1175",80,272,16,"sent"
"1176",80,81,17,"sent"
"1177",80,81,17,"sent"
"1178",80,87,17,"sent"
"1179",80,81,19,"sent"
"1180",80,81,19,"sent"
"1181",80,170,19,"sent"
"1182",80,171,17,"sent"
"1183",80,170,17,"sent"
"1184",80,171,19,"sent"
"1185",80,81,19,"sent"
"1186",80,9,19,"sent"
"1187",80,81,17,"sent"
"1188",80,81,17,"sent"
"1189",80,116,17,"sent"
"1190",80,171,19,"sent"
"1191",80,143,17,"sent"
"1192",80,342,17,"sent"
"1193",80,171,17,"sent"
"1194",80,343,17,"sent"
"1195",80,87,18,"sent"
"1196",80,243,18,"sent"
"1197",80,81,17,"sent"
"1198",80,124,17,"sent"
"1199",80,344,17,"sent"
"1200",80,81,18,"sent"
"1201",80,81,18,"sent"
"1202",80,276,18,"sent"
"1203",80,81,19,"sent"
"1204",80,81,19,"sent"
"1205",80,81,19,"sent"
"1206",80,143,19,"sent"
"1207",80,171,18,"sent"
"1208",80,170,18,"sent"
"1209",80,32,17,"sent"
"1210",80,87,17,"sent"
"1211",80,81,19,"sent"
"1212",80,81,19,"sent"
"1213",80,32,19,"sent"
"1214",80,81,19,"sent"
"1215",80,81,19,"sent"
"1216",80,81,19,"sent"
"1217",80,81,19,"sent"
"1218",80,81,17,"sent"
"1219",80,124,17,"sent"
"1220",80,272,17,"sent"
"1221",80,150,19,"sent"
"1222",80,81,18,"sent"
"1223",80,345,18,"sent"
"1224",80,346,18,"sent"
"1225",80,113,18,"sent"
"1226",80,171,19,"sent"
"1227",80,32,17,"sent"
"1228",80,256,17,"sent"
"1229",80,81,19,"sent"
"1230",80,32,16,"sent"
"1231",80,32,18,"sent"
"1232",80,87,18,"sent"
"1233",80,32,18,"sent"
"1234",80,292,18,"sent"
"1235",80,32,19,"sent"
"1236",80,87,17,"sent"
"1237",80,191,18,"sent"
"1238",80,162,18,"sent"
"1239",80,143,18,"sent"
"1240",80,87,16,"sent"
"1241",80,243,16,"sent"
"1242",80,226,17,"sent"
"1243",80,87,17,"sent"
"1244",80,81,19,"sent"
"1245",80,193,18,"sent"
"1246",80,116,19,"sent"
"1247",80,60,17,"sent"
"1248",80,152,18,"sent"
"1249",80,347,18,"sent"
"1250",80,116,19,"sent"
"1251",80,124,18,"sent"
"1252",80,348,18,"sent"
"1253",80,81,19,"sent"
"1254",80,32,18,"sent"
"1255",80,81,19,"sent"
"1256",80,81,17,"sent"
"1257",80,81,17,"sent"
"1258",80,272,17,"sent"
"1259",80,124,17,"sent"
"1260",80,272,17,"sent"
"1261",80,87,19,"sent"
"1262",80,87,19,"sent"
"1263",80,116,19,"sent"
"1264",80,81,17,"sent"
"1265",80,124,17,"sent"
"1266",80,272,17,"sent"
"1267",80,90,19,"sent"
"1268",80,116,18,"sent"
"1269",80,265,18,"sent"
"1270",80,81,18,"sent"
"1271",80,116,18,"sent"
"1272",80,110,18,"sent"
"1273",80,202,18,"sent"
"1274",80,87,19,"sent"
"1275",80,87,18,"sent"
"1276",80,243,18,"sent"
"1277",80,116,17,"sent"
"1278",80,349,17,"sent"
"1279",80,124,18,"sent"
"1280",80,272,18,"sent"
"1281",80,150,19,"sent"
"1282",80,150,19,"sent"
"1283",80,143,19,"sent"
"1284",80,87,19,"sent"
"1285",80,332,18,"sent"
"1286",80,86,18,"sent"
"1287",80,32,15,"sent"
"1288",80,256,15,"sent"
"1289",80,32,18,"sent"
"1290",80,256,18,"sent"
"1291",80,179,19,"sent"
"1292",80,32,19,"sent"
"1293",80,32,18,"sent"
"1294",80,256,18,"sent"
"1295",80,116,19,"sent"
"1296",80,81,17,"sent"
"1297",80,350,17,"sent"
"1298",80,170,17,"sent"
"1299",80,196,19,"sent"
"1300",80,170,19,"sent"
"1301",80,351,17,"sent"
"1302",80,121,17,"sent"
"1303",80,352,18,"sent"
"1304",80,169,18,"sent"
"1305",80,116,19,"sent"
"1306",80,116,19,"sent"
"1307",194,80,19,"received"
"1308",80,32,18,"sent"
"1309",80,256,18,"sent"
"1310",80,32,19,"sent"
"1311",80,170,18,"sent"
"1312",80,116,19,"sent"
"1313",80,32,19,"sent"
"1314",80,170,19,"sent"
"1315",80,81,17,"sent"
"1316",80,124,17,"sent"
"1317",80,272,17,"sent"
"1318",80,81,19,"sent"
"1319",80,116,19,"sent"
"1320",80,116,19,"sent"
"1321",80,81,18,"sent"
"1322",80,272,18,"sent"
"1323",80,116,19,"sent"
"1324",80,116,18,"sent"
"1325",194,80,19,"received"
"1326",80,194,18,"sent"
"1327",80,194,18,"sent"
"1328",80,87,18,"sent"
"1329",80,32,19,"sent"
"1330",80,116,19,"sent"
"1331",80,194,19,"sent"
"1332",80,116,19,"sent"
"1333",80,194,19,"sent"
"1334",80,116,19,"sent"
"1335",80,121,17,"sent"
"1336",80,351,17,"sent"
"1337",80,116,18,"sent"
"1338",80,265,18,"sent"
"1339",80,32,19,"sent"
"1340",80,10,19,"sent"
"1341",80,113,19,"sent"
"1342",80,22,19,"sent"
"1343",80,32,19,"sent"
"1344",80,116,19,"sent"
"1345",80,32,18,"sent"
"1346",80,32,18,"sent"
"1347",80,196,19,"sent"
"1348",80,116,19,"sent"
"1349",80,87,19,"sent"
"1350",80,32,14,"sent"
"1351",80,256,14,"sent"
"1352",80,81,19,"sent"
"1353",80,81,19,"sent"
"1354",80,143,19,"sent"
"1355",80,143,19,"sent"
"1356",80,32,19,"sent"
"1357",80,116,19,"sent"
"1358",80,32,19,"sent"
"1359",80,32,19,"sent"
"1360",80,279,18,"sent"
"1361",80,32,18,"sent"
"1362",80,32,18,"sent"
"1363",80,81,18,"sent"
"1364",80,81,19,"sent"
"1365",80,81,19,"sent"
"1366",80,32,12,"sent"
"1367",80,32,19,"sent"
"1368",80,32,15,"sent"
"1369",80,256,15,"sent"
"1370",80,81,19,"sent"
"1371",80,81,19,"sent"
"1372",80,81,19,"sent"
"1373",80,32,18,"sent"
"1374",80,32,18,"sent"
"1375",80,32,19,"sent"
"1376",80,81,17,"sent"
"1377",80,81,17,"sent"
"1378",80,353,17,"sent"
"1379",80,170,19,"sent"
"1380",80,81,19,"sent"
"1381",80,81,19,"sent"
"1382",80,32,18,"sent"
"1383",80,354,18,"sent"
"1384",80,194,19,"sent"
"1385",80,81,16,"sent"
"1386",80,124,16,"sent"
"1387",80,272,16,"sent"
"1388",80,81,19,"sent"
"1389",80,355,17,"sent"
"1390",80,32,17,"sent"
"1391",80,356,17,"sent"
"1392",80,186,19,"sent"
"1393",80,116,18,"sent"
"1394",80,139,16,"sent"
"1395",80,357,16,"sent"
"1396",80,73,16,"sent"
"1397",80,358,16,"sent"
"1398",80,124,19,"sent"
"1399",80,133,18,"sent"
"1400",80,87,19,"sent"
"1401",80,87,19,"sent"
"1402",80,124,18,"sent"
"1403",80,272,18,"sent"
"1404",80,143,19,"sent"
"1405",80,37,19,"sent"
"1406",80,81,19,"sent"
"1407",80,10,19,"sent"
"1408",80,194,19,"sent"
"1409",80,81,18,"sent"
"1410",80,32,17,"sent"
"1411",80,32,17,"sent"
"1412",80,359,17,"sent"
"1413",80,32,17,"sent"
"1414",80,256,17,"sent"
"1415",80,81,18,"sent"
"1416",80,116,19,"sent"
"1417",80,81,19,"sent"
"1418",80,81,19,"sent"
"1419",80,32,19,"sent"
"1420",80,32,18,"sent"
"1421",80,256,18,"sent"
"1422",80,32,19,"sent"
"1423",80,32,19,"sent"
"1424",80,194,19,"sent"
"1425",80,81,19,"sent"
"1426",80,32,18,"sent"
"1427",80,256,18,"sent"
"1428",80,32,19,"sent"
"1429",80,81,19,"sent"
"1430",80,81,19,"sent"
"1431",80,116,19,"sent"
"1432",80,87,19,"sent"
"1433",80,116,19,"sent"
"1434",80,81,19,"sent"
"1435",80,116,19,"sent"
"1436",80,32,17,"sent"
"1437",80,360,17,"sent"
"1438",80,272,17,"sent"
"1439",80,116,19,"sent"
"1440",80,361,18,"sent"
"1441",80,32,18,"sent"
"1442",80,32,19,"sent"
"1443",80,32,16,"sent"
"1444",80,81,19,"sent"
"1445",80,81,19,"sent"
"1446",80,32,18,"sent"
"1447",80,331,18,"sent"
"1448",80,32,19,"sent"
"1449",80,362,18,"sent"
"1450",80,113,18,"sent"
"1451",80,87,19,"sent"
"1452",80,81,19,"sent"
"1453",80,81,19,"sent"
"1454",80,81,17,"sent"
"1455",80,292,17,"sent"
"1456",80,87,17,"sent"
"1457",80,81,17,"sent"
"1458",80,124,17,"sent"
"1459",80,272,17,"sent"
"1460",80,81,18,"sent"
"1461",80,116,18,"sent"
"1462",80,81,17,"sent"
"1463",80,124,17,"sent"
"1464",80,272,17,"sent"
"1465",80,143,19,"sent"
"1466",80,32,17,"sent"
"1467",80,86,17,"sent"
"1468",80,363,17,"sent"
"1469",80,364,17,"sent"
"1470",80,63,19,"sent"
"1471",80,32,19,"sent"
"1472",80,116,18,"sent"
"1473",80,116,18,"sent"
"1474",80,32,18,"sent"
"1475",80,361,18,"sent"
"1476",80,81,17,"sent"
"1477",80,365,17,"sent"
"1478",80,116,17,"sent"
"1479",80,32,19,"sent"
"1480",80,170,19,"sent"
"1481",80,32,18,"sent"
"1482",80,256,18,"sent"
"1483",80,32,19,"sent"
"1484",80,32,17,"sent"
"1485",80,366,17,"sent"
"1486",80,346,18,"sent"
"1487",80,113,18,"sent"
"1488",80,87,18,"sent"
"1489",80,243,18,"sent"
"1490",80,32,17,"sent"
"1491",80,180,17,"sent"
"1492",80,87,18,"sent"
"1493",80,367,18,"sent"
"1494",80,81,18,"sent"
"1495",80,116,18,"sent"
"1496",80,87,19,"sent"
"1497",80,87,18,"sent"
"1498",80,116,17,"sent"
"1499",80,185,17,"sent"
"1500",80,32,18,"sent"
"1501",80,256,18,"sent"
"1502",80,32,12,"sent"
"1503",80,368,17,"sent"
"1504",80,86,17,"sent"
"1505",80,32,18,"sent"
"1506",80,361,18,"sent"
"1507",80,32,19,"sent"
"1508",80,81,19,"sent"
"1509",80,171,16,"sent"
"1510",80,87,18,"sent"
"1511",80,32,18,"sent"
"1512",80,256,18,"sent"
"1513",80,32,19,"sent"
"1514",80,81,16,"sent"
"1515",80,116,18,"sent"
"1516",80,265,18,"sent"
"1517",80,81,19,"sent"
"1518",80,81,17,"sent"
"1519",80,81,17,"sent"
"1520",80,87,17,"sent"
"1521",80,186,17,"sent"
"1522",80,32,18,"sent"
"1523",80,361,18,"sent"
"1524",80,81,18,"sent"
"1525",80,276,18,"sent"
"1526",80,133,18,"sent"
"1527",80,369,18,"sent"
"1528",80,32,19,"sent"
"1529",80,81,19,"sent"
"1530",80,32,18,"sent"
"1531",80,87,19,"sent"
"1532",80,116,19,"sent"
"1533",80,116,19,"sent"
"1534",80,116,18,"sent"
"1535",80,265,18,"sent"
"1536",80,116,18,"sent"
"1537",80,116,18,"sent"
"1538",80,116,19,"sent"
"1539",80,116,17,"sent"
"1540",80,265,17,"sent"
"1541",80,81,16,"sent"
"1542",80,81,16,"sent"
"1543",80,116,16,"sent"
"1544",80,32,19,"sent"
"1545",80,87,19,"sent"
"1546",80,81,19,"sent"
"1547",80,124,18,"sent"
"1548",80,272,18,"sent"
"1549",80,81,19,"sent"
"1550",80,81,18,"sent"
"1551",80,276,18,"sent"
"1552",80,94,18,"sent"
"1553",80,32,19,"sent"
"1554",80,81,17,"sent"
"1555",80,124,17,"sent"
"1556",80,272,17,"sent"
"1557",80,81,18,"sent"
"1558",80,370,18,"sent"
"1559",80,81,17,"sent"
"1560",80,81,17,"sent"
"1561",80,116,17,"sent"
"1562",80,150,17,"sent"
"1563",80,87,19,"sent"
"1564",80,81,19,"sent"
"1565",80,144,19,"sent"
"1566",80,81,16,"sent"
"1567",80,32,16,"sent"
"1568",80,124,16,"sent"
"1569",80,272,16,"sent"
"1570",80,81,18,"sent"
"1571",80,87,18,"sent"
"1572",80,87,19,"sent"
"1573",80,87,19,"sent"
"1574",80,371,18,"sent"
"1575",80,87,18,"sent"
"1576",80,32,19,"sent"
"1577",80,32,18,"sent"
"1578",80,361,18,"sent"
"1579",80,81,18,"sent"
"1580",80,81,19,"sent"
"1581",80,81,18,"sent"
"1582",80,81,19,"sent"
"1583",80,81,19,"sent"
"1584",80,194,19,"sent"
"1585",80,169,19,"sent"
"1586",80,81,19,"sent"
"1587",80,87,19,"sent"
"1588",80,216,18,"sent"
"1589",80,81,17,"sent"
"1590",80,87,17,"sent"
"1591",80,372,17,"sent"
"1592",80,81,17,"sent"
"1593",80,116,17,"sent"
"1594",80,32,19,"sent"
"1595",80,81,16,"sent"
"1596",80,81,17,"sent"
"1597",80,116,17,"sent"
"1598",80,81,19,"sent"
"1599",80,81,17,"sent"
"1600",80,81,17,"sent"
"1601",80,272,17,"sent"
"1602",80,81,15,"sent"
"1603",80,32,18,"sent"
"1604",80,81,19,"sent"
"1605",80,116,19,"sent"
"1606",80,87,19,"sent"
"1607",80,124,18,"sent"
"1608",80,272,18,"sent"
"1609",80,81,18,"sent"
"1610",80,81,18,"sent"
"1611",80,81,19,"sent"
"1612",80,81,18,"sent"
"1613",80,116,16,"sent"
"1614",80,265,16,"sent"
"1615",80,194,19,"sent"
"1616",80,194,19,"sent"
"1617",80,194,19,"sent"
"1618",80,81,18,"sent"
"1619",80,81,18,"sent"
"1620",80,81,19,"sent"
"1621",80,116,19,"sent"
"1622",80,81,18,"sent"
"1623",80,87,19,"sent"
"1624",80,81,18,"sent"
"1625",80,170,17,"sent"
"1626",80,292,17,"sent"
"1627",80,87,17,"sent"
"1628",80,32,18,"sent"
"1629",80,256,18,"sent"
"1630",80,81,19,"sent"
"1631",80,116,19,"sent"
"1632",80,81,17,"sent"
"1633",80,124,17,"sent"
"1634",80,272,17,"sent"
"1635",80,81,15,"sent"
"1636",80,373,18,"sent"
"1637",80,116,18,"sent"
"1638",80,81,19,"sent"
"1639",80,81,15,"sent"
"1640",80,81,15,"sent"
"1641",80,374,16,"sent"
"1642",80,46,16,"sent"
"1643",80,122,16,"sent"
"1644",80,81,15,"sent"
"1645",80,81,15,"sent"
"1646",80,81,15,"sent"
"1647",80,116,19,"sent"
"1648",80,81,15,"sent"
"1649",80,81,15,"sent"
"1650",80,81,15,"sent"
"1651",80,81,15,"sent"
"1652",80,81,17,"sent"
"1653",80,124,17,"sent"
"1654",80,272,17,"sent"
"1655",80,81,19,"sent"
"1656",80,170,19,"sent"
"1657",80,81,19,"sent"
"1658",80,124,17,"sent"
"1659",80,60,19,"sent"
"1660",80,90,15,"sent"
"1661",80,90,15,"sent"
"1662",80,180,15,"sent"
"1663",80,311,15,"sent"
"1664",80,143,18,"sent"
"1665",80,170,18,"sent"
"1666",80,353,18,"sent"
"1667",80,87,19,"sent"
"1668",80,81,17,"sent"
"1669",80,124,17,"sent"
"1670",80,272,17,"sent"
"1671",80,32,18,"sent"
"1672",80,256,18,"sent"
"1673",80,87,19,"sent"
"1674",80,113,19,"sent"
"1675",80,116,19,"sent"
"1676",81,80,19,"received"
"1677",32,80,19,"received"
"1678",38,32,16,"received"
"1679",38,80,16,"received"
"1680",38,32,16,"received"
"1681",170,80,18,"received"
"1682",87,80,19,"received"
"1683",124,80,18,"received"
"1684",124,274,18,"received"
"1685",116,80,18,"received"
"1686",87,80,18,"received"
"1687",87,80,19,"received"
"1688",124,80,18,"received"
"1689",32,80,19,"received"
"1690",32,81,17,"received"
"1691",32,281,17,"received"
"1692",32,80,17,"received"
"1693",32,80,15,"received"
"1694",32,80,19,"received"
"1695",32,80,19,"received"
"1696",32,127,17,"received"
"1697",32,80,19,"received"
"1698",32,80,19,"received"
"1699",116,80,19,"received"
"1700",32,80,19,"received"
"1701",87,32,18,"received"
"1702",32,80,18,"received"
"1703",32,80,19,"received"
"1704",80,32,19,"sent"
"1705",80,32,18,"sent"
"1706",80,81,19,"sent"
"1707",80,81,19,"sent"
"1708",80,81,19,"sent"
"1709",80,81,19,"sent"
"1710",80,81,19,"sent"
"1711",80,32,17,"sent"
"1712",32,80,18,"received"
"1713",32,80,19,"received"
"1714",32,80,18,"received"
"1715",32,80,15,"received"
"1716",32,80,17,"received"
"1717",116,80,18,"received"
"1718",32,80,12,"received"
"1719",32,80,18,"received"
"1720",124,80,18,"received"
"1721",32,80,19,"received"
"1722",153,80,19,"received"
"1723",90,80,19,"received"
"1724",32,80,19,"received"
"1725",32,80,16,"received"
"1726",80,32,12,"sent"
"1727",30,80,19,"received"
"1728",80,32,18,"sent"
"1729",80,375,18,"sent"
"1730",87,80,16,"received"
"1731",80,81,18,"sent"
"1732",80,276,18,"sent"
"1733",32,80,19,"received"
"1734",30,80,19,"received"
"1735",80,81,17,"sent"
"1736",80,124,17,"sent"
"1737",80,272,17,"sent"
"1738",32,80,16,"received"
"1739",32,80,19,"received"
"1740",80,81,19,"sent"
"1741",30,80,19,"received"
"1742",80,32,17,"sent"
"1743",80,256,17,"sent"
"1744",32,376,18,"received"
"1745",32,80,18,"received"
"1746",32,80,19,"received"
"1747",80,81,19,"sent"
"1748",32,80,18,"received"
"1749",87,80,19,"received"
"1750",80,81,19,"sent"
"1751",32,80,19,"received"
"1752",32,80,19,"received"
"1753",32,80,16,"received"
"1754",80,180,18,"sent"
"1755",80,81,17,"sent"
"1756",80,124,17,"sent"
"1757",80,272,17,"sent"
"1758",80,180,18,"sent"
"1759",202,80,19,"received"
"1760",80,171,19,"sent"
"1761",32,80,19,"received"
"1762",32,80,19,"received"
"1763",32,80,15,"received"
"1764",32,80,19,"received"
"1765",116,81,19,"received"
"1766",90,80,19,"received"
"1767",87,80,19,"received"
"1768",32,80,19,"received"
"1769",116,80,18,"received"
"1770",80,180,18,"sent"
"1771",80,87,18,"sent"
"1772",80,243,18,"sent"
"1773",80,32,19,"sent"
"1774",80,86,17,"sent"
"1775",80,10,17,"sent"
"1776",85,80,19,"received"
"1777",32,80,16,"received"
"1778",32,377,16,"received"
"1779",80,81,17,"sent"
"1780",80,124,17,"sent"
"1781",80,272,17,"sent"
"1782",80,378,17,"sent"
"1783",80,10,17,"sent"
"1784",80,116,19,"sent"
"1785",80,32,18,"sent"
"1786",32,80,19,"received"
"1787",80,32,19,"sent"
"1788",32,80,19,"received"
"1789",32,80,19,"received"
"1790",32,80,18,"received"
"1791",116,81,18,"received"
"1792",116,80,18,"received"
"1793",85,80,19,"received"
"1794",32,80,19,"received"
"1795",32,80,19,"received"
"1796",32,80,19,"received"
"1797",32,80,19,"received"
"1798",32,80,19,"received"
"1799",116,80,19,"received"
"1800",80,87,19,"sent"
"1801",81,80,19,"received"
"1802",80,116,19,"sent"
"1803",32,80,19,"received"
"1804",81,80,18,"received"
"1805",87,80,19,"received"
"1806",32,80,19,"received"
"1807",32,80,19,"received"
"1808",87,80,19,"received"
"1809",87,80,19,"received"
"1810",32,80,19,"received"
"1811",32,80,19,"received"
"1812",32,80,19,"received"
"1813",15,80,19,"received"
"1814",32,80,17,"received"
"1815",32,80,19,"received"
"1816",32,80,19,"received"
"1817",32,80,18,"received"
"1818",163,80,19,"received"
"1819",32,80,19,"received"
"1820",NA,79,19,"other"
"1821",15,80,19,"received"
"1822",32,80,19,"received"
"1823",216,80,19,"received"
"1824",87,80,18,"received"
"1825",32,80,19,"received"
"1826",183,80,19,"received"
"1827",32,81,18,"received"
"1828",32,80,18,"received"
"1829",32,80,17,"received"
"1830",81,32,19,"received"
"1831",32,81,17,"received"
"1832",122,80,19,"received"
"1833",32,80,19,"received"
"1834",32,80,17,"received"
"1835",32,80,19,"received"
"1836",116,80,19,"received"
"1837",32,80,19,"received"
"1838",81,80,19,"received"
"1839",32,80,18,"received"
"1840",32,80,19,"received"
"1841",32,80,17,"received"
"1842",85,80,19,"received"
"1843",80,116,18,"sent"
"1844",80,116,15,"sent"
"1845",80,265,15,"sent"
"1846",80,87,19,"sent"
"1847",80,32,19,"sent"
"1848",80,32,18,"sent"
"1849",80,256,18,"sent"
"1850",80,87,19,"sent"
"1851",80,282,18,"sent"
"1852",80,87,18,"sent"
"1853",80,87,19,"sent"
"1854",80,170,17,"sent"
"1855",80,379,17,"sent"
"1856",80,87,17,"sent"
"1857",80,32,15,"sent"
"1858",81,80,19,"received"
"1859",32,80,18,"received"
"1860",81,80,19,"received"
"1861",80,94,18,"sent"
"1862",80,77,18,"sent"
"1863",80,87,19,"sent"
"1864",32,80,18,"received"
"1865",81,80,18,"received"
"1866",81,80,19,"received"
"1867",81,80,19,"received"
"1868",80,87,19,"sent"
"1869",80,87,18,"sent"
"1870",80,243,18,"sent"
"1871",80,87,19,"sent"
"1872",81,80,18,"received"
"1873",81,233,18,"received"
"1874",81,80,18,"received"
"1875",81,233,18,"received"
"1876",80,94,16,"sent"
"1877",80,380,16,"sent"
"1878",80,77,16,"sent"
"1879",81,80,19,"received"
"1880",80,87,18,"sent"
"1881",80,87,18,"sent"
"1882",32,80,17,"received"
"1883",81,80,17,"received"
"1884",81,274,17,"received"
"1885",81,381,17,"received"
"1886",80,116,19,"sent"
"1887",81,80,19,"received"
"1888",81,80,19,"received"
"1889",81,80,19,"received"
"1890",80,116,19,"sent"
"1891",81,80,19,"received"
"1892",32,80,18,"received"
"1893",81,80,19,"received"
"1894",124,80,19,"received"
"1895",81,80,19,"received"
"1896",116,80,19,"received"
"1897",124,80,18,"received"
"1898",124,274,18,"received"
"1899",124,80,18,"received"
"1900",124,274,18,"received"
